,Vehicle,Model,Model Year,Problem,Sub Problem,Model Title,Model Problem,distance covered,description
59,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot,"290,000 miles",,"			Spontaneously snapped mounting bracket on driver's side power seat, between mounted frame/support and adjustable seat components. A potentially lethal and original safety recall-able issue, which was never addressed by Honda, right from the very start of the Honda Pilot models. I have read dozens of identical complaints from owners of early year Pilot...							- Yelm, WA, USA"
60,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot,"144,904 miles",,"			The bracket which holds the drivers seat to the sliding base, split and broke. The bracket split and broke at the two rivet holes where the seat attches to the base. The rivets are still in place on the portion of the broken bracket which remains attached to the seat. Incident occured while parked in my own driveway. I was in the driver's seat and reached into the middle passenger area when I felt the driver's seat come loose. I do not know the mounting bracket part number, but on the internet I see other complaints of this same problem: The bracket which holds the drivers seat to the sliding base, split and broke.							- Charlotte, NC, USA"
61,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot,"114,193 miles",,"			The contact owns a 2003 Honda Pilot. While a passenger was seated in the front passenger seat, the brake pedal was applied and the seat inadvertently moved. The contact mentioned that the seat would rock like a rocking chair. There were no warning indicators illuminated. The vehicle was not taken to an independent mechanic or dealer for diagnostic testing or repairs. The manufacture was not made aware of the failure. The contact researched the failure online and found many complaints. The failure mileage was approximately 114,193.							- Chattanooga, TN, USA"
62,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot, miles,,"			Notice when while stopped, moving the driver's electric seat either up and then forward, it began to rock. The next time, when accelerating on the highway, a rocking movement was felt. Took car to dealer and was informed that the frame was damaged, with one bolt off. Two options 1) replace for $2K or 2) get frame welded, no guarantee will fix problem. Power options may not work. A safety problem that is not currently on Honda of America's recall list. Called Honda of America to report this; no recall at this time. I asked if this is under investigation, and they said no. I asked will there have to be a death before action or recall? no answer. I am contacting this Agency and my state's attorney general's office, because I fear that this is a huge safety issue that needs to be addressed by Honda of America.							- Framingham, MA, USA"
63,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot,"174,000 miles",,"			When the vehicle is in motion and I have to press down on the gas to accelerate/ speed up the vehicle quickly the driver seat bounces backwards/moves and it feels like its going to come off the frame its mounted to like some bolts may be broke or something. The car locks are messed up. The both front door locks have to be unlocked with a key. The inside unlock mechanism only unlocks the driver side passenger door and the trunk. In order to unlock the passenger front and the passenger rear locks a window has to be rolled down and you have to reach in and manually unlock it and those also have to be manually locked back when you exit the vehicle. Also, the passenger air unit does work. It does not blow out air even with the rear control on. The inside car lights have to be manually cut on and off and not set to come on when the door opens and closes because it runs the battery down. Sometimes while driving the headlights flicker. And the power port to charge phones, etc. Works but anything plugged into it gets hot real fast. All that points to electrical issues. The air bag lights kept coming on and going off. The transmission light has been flashing D and did not stop until fluid and filter was changed. So far that seems to have helped. And last but not least, the contacts in the ignition switch act defected. The key has to remain in the ignition switch and the spare key has to be used to unlock the car because if the key is removed, it does not want to go back into the switch to crank the car. The switch does not want to accept the key and turn to crank the engine once it has been removed from the switch. Even trying to turn the steering wheel and pressing the brake to release the switch doesn't work. And the gear shift stick/shaft acts almost like it's not park, but it was put in park.							- Menlo, GA, USA"
64,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot,"135,000 miles",,"			Metal bracket mounting driver's seat to base has sheared or torn and the seat now tilts and wobbles. Very unsafe situation as the seat tilts back during acceleration and shifts forward during braking.							- Royal Oak, MI, USA"
65,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot 6-cyl,"160,000 miles",,"			I was rear ended while stopped at a traffic light in Maryland. There was minor damage to the rear exterior of my vehicle. The main damage was to my neck which received a serious strain and has hurt ever since the accident. Because the headrests on the Pilot are not adjustable, the back of my head was several inches away from the headrest when I was struck from behind. This is a faulty design and needs to be fixed or replaced by Honda. It is impossible to avoid whiplash injury in this car if one is hit from the rear.							- Gaithersburg, MD, USA"
66,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot 6-cyl, miles,,"			The car was moved into location, turned off, and the key removed leading to the driver thinking the car was in park, however the car was still in drive. The car was on a slight incline which caused the car to roll backwards down the driveway, across the street, roll over a tree, and crash into another tree causing significant damage. 							- Chalfont, PA, USA"
67,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot 6-cyl,"150,197 miles",,"			I picked up my grandchildren from school which is less than a mile away. When I pulled out of the parking lot after a stop, I felt the back of the seat go back. My husband took the car to a place where we have our oil changed and tires rotated. The mechanic said that the support mount bracket for the driver's seat is broken. There could have been severe to fatal injury had I been hit by another vehicle while this was going on. I had to cross route 83 in bensenville/wood dale area in Illinois.							- Wood Dale, IL, USA"
68,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot,"107,000 miles",,"			The contact owns a 2003 Honda Pilot. The contact stated while stopped at a red light, the vehicle began to accelerate and the driver's seat frame became fractured. The vehicle was taken to the dealer where the vehicle was diagnosed with a fractured power seat frame and needed to be replaced. The vehicle was not repaired. The manufacturer was made aware of the failure. The failure and current mileage was 107,000. 							- Litchfield , NH, USA"
69,Honda,Pilot,2003,interior accessories problems,NHTSA: Seats,Pilot 6-cyl,"240,000 miles",,"			Seat mounting bracket on the left front corner of the driver seat broke. Seat now is not firmly connected to the floor and will rock back to the right when seated. It's not safe if an accident occurs. I know the car is getting older, but some important parts that could compromise driver safety should not fail after a few years of regular use.							- Rochester, MI, USA"
