,Vehicle,Model,Model Year,Problem,Sub Problem,description,fail date
73,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,Lo beam headlights stopped working. Bulbs fuses and relays are good. High beams work ok. Lights stopped working and I discovered it at night when I went to drive the car home.,  05/12/2019
74,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"Tl the contact owns a 2003 Honda Pilot. The contact stated that the vehicle was unable to start upon turning the key. When the vehicle was driven and then turned off, it was unable to restart. The vehicle was not diagnosed by an independent mechanic or dealer. The manufacturer was notified of the failure. The VIN and failure mileage were not available.",  02/01/2018
75,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"The contact owns a 2003 Honda Pilot. While the vehicle was stationary, the key became stuck in the ignition on August 26, 2017. The contact removed the battery to disengage the engine and the ignition key was able to be removed. The vehicle was towed to titans Honda in tysons corner, virginia, but the dealer was unable to reinsert the key into the ignition to start the vehicle. In addition, the dealer stated that there was no recall for the vehicle. On another occasion, while stationary, the contact depressed the brake pedal and the key fell out of the ignition. The manufacturer was made aware of the issue and provided the contact with case number: 06264304. The contact stated that NHTSA campaign number: 12v573000 (electrical system) applied directly to the failure. The failure mileage was 152,000.",  07/30/2017
76,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"Ignition lock problem. Key is difficult to insert into ignition lock cylinder. Once inserted, the key will not turn.",  04/17/2017
77,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"My Honda Pilot is having difficulty shifting gears in the city and on the highway. I will be moving in a few weeks and traveling about 40 miles on the highway everyday. A few days ago I called Honda after looking up recalls and there was a transmission recall number 04v176000. I was told to take it to the Honda dealer and if it is a problem with the transmission it will be replaced at no charge. I took it to the dealer and told them what Honda told me and they said it is probably the torque converter. (code p0740) the supervisor was going to call Honda and get back to me. I feel very frightened to travel on the highway when my check engine light is still on and having trouble with the transmission. I just can't believe that a 2003 Honda Pilot with only 130,000 miles would have issues with the transmission and/or torque converter !! if it is causing gears to chip or break I don't want to be driving on the highway and possibly be injured or even killed ! or causing injury to others.",  09/21/2016
78,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,Ignition key can pull out while driving.,  08/02/2016
79,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,The ignition key can be removed while the vehicle is still in gear.,  07/14/2016
80,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"About a month ago I tried to use my spare key and the key wouldn't work in my ignition. So, I located my regular keys and they key worked as it should. Last week my normal key would go into the ignition but, the ignition would not turn. After several attempts the key did finally turn and I was able to get home. Later that day, I went to leave my house for work and again the key would go into the ignition but, not turn the ignition. After 20 minutes of inserting and removing the key it finally worked again. It continued to work for the remainder of the day. I spoke with my mechanic and he suggested I get the ignition replaced before it got to a point where it wouldn't start an in his opinion the ignition was deteriorating quickly. He also stated that this would be a dealer only repair. I did ask two other mechanics in the area & I reached out to a locksmith, they all said due to the structure of the alarm & the lazer cut key style it was a dealer only part. I started to google the issue & saw other people have experienced the same problem & I made an appointment with the dealership. The dealership mentioned that the previous owner had work done on the ignition with a previous recall but, they felt this issue was unrelated and would be an out of pocket expense. The next morning the key became stuck in the ignition. The ignition would now turn but, I was unable to remove the key, leaving my car a prime target for theft. I dropped the car off this morning & I made a call into corporate to file a complaint. . Read more...",  01/14/2016
81,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,I never got recalls fixed and dealer service marked as checked but not replaced and srs light has been on since service and I had to pay to get recalled due to emergency interlock was damaged.,  11/25/2015
82,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"The contact owns a 2003 Honda Pilot. The contact stated that the ignition key could not be removed while the gear was in park. The failure occurred without warning. The contact received a recall notice for NHTSA campaign number: 12v573000 (electrical system) in 2013 and took the vehicle to a local dealer. The vehicle was repaired, but the ignition failure recurred two years later. The manufacturer was not made aware of the failure. The vehicle was not repaired. The failure mileage was 137,000.",  07/20/2015
83,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"The contact owns a 2003 Honda Pilot. The contact stated that the key failed to insert in the ignition. After excessive force was applied, the contact was able to place the key in the ignition and start the engine. The failure recurred, but the contact was unable to get the key in the ignition at all. The contact used the spare key to start the engine. The vehicle was taken to the dealer. The manufacturer was made aware of the failure. The approximate failure mileage was 87,000.",  07/12/2015
84,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"Tl- the contact owns a a 2003 Honda Pilot. The contact received notification of NHTSA campaign id numbers: 15v320000 (air bags), 14v700000 (air bags), 12v573000 (electrical sysytem) and 12v136000 (exterior lighting) however, the part to do the repairs were unavailable. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. Fe.",  05/28/2015
85,Honda,Pilot,2003 Pilot,Electrical System,Electrical System problems,"The contact owns a 2003 Honda Pilot. The contact received a recall notification of NHTSA campaign number: 14v351000 (air bag, exterior lighting, electrical system) however, the part to do the repair was unavailable. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure.",  04/06/2015
