,code,desc
457,P0469,Evaporative Emission System Purge Control Valve Circuit High
458,P0460,Fuel Level Sensor Circuit Malfunction
459,P0461,Fuel Level Sensor Circuit Range/Performance
460,P0462,Fuel Level Sensor Circuit Low Input
461,P0463,Fuel Level Sensor Circuit High Input
462,P0464,Fuel Level Sensor Circuit Intermittent
463,P0465,Purge Flow Sensor Circuit Malfunction
464,P0466,Purge Flow Sensor Circuit Range/Performance
465,P0467,Purge Flow Sensor Circuit Low Input
466,P0468,Purge Flow Sensor Circuit High Input
467,P0469,Purge Flow Sensor Circuit Intermittent
468,P0470,Exhaust Pressure Sensor Malfunction
469,P0471,Exhaust Pressure Sensor Range/Performance
470,P0472,Exhaust Pressure Sensor Low
471,P0473,Exhaust Pressure Sensor High
472,P0474,Exhaust Pressure Sensor Intermittent
473,P0475,Exhaust Pressure Control Valve Malfunction
474,P0476,Exhaust Pressure Control Valve Range/Performance
475,P0477,Exhaust Pressure Control Valve Low
476,P0478,Exhaust Pressure Control Valve High
477,P0479,Exhaust Pressure Control Valve Intermittent
478,P0480,Cooling Fan 1 Control Circuit Malfunction
479,P0481,Cooling Fan 2 Control Circuit Malfunction
480,P0482,Cooling Fan 3 Control Circuit Malfunction
481,P0483,Cooling Fan Rationality Check Malfunction
482,P0484,Cooling Fan Circuit Over Current
483,P0485,Cooling Fan Power/Ground Circuit Malfunction
484,P0486,Exhaust Gas Recirculation Sensor B Circuit
485,P0487,Exhaust Gas Recirculation Throttle Position Control Circuit
486,P0488,Exhaust Gas Recirculation Throttle Position Control Range/Performance
487,P0489,Exhaust Gas Recirculation Control Circuit Low
488,P0490,Exhaust Gas Recirculation Control Circuit Low
489,P0491,Secondary Air Injection System (Bank 2)
490,P0492,Secondary Air Injection System (Bank 2)
491,P0493,Fan Overspeed (clutch locked)
492,P0494,Fan Speed Low
493,P0495,Fan Speed High
494,P0496,Evaporative Emission System High Purge Flow
495,P0497,Evaporative Emission System Low Purge Flow
496,P0498,Evaporative Emission System Vent Control Circuit Low
497,P0499,Evaporative Emission System Vent Control Circuit High
498,P0500,Vehicle Speed Sensor Malfunction
499,P0501,Vehicle Speed Sensor Range/Performance
500,P0502,Vehicle Speed Sensor Circuit Low Input
501,P0503,Vehicle Speed Sensor Intermittent/Erratic/High
502,P0504,Brake Switch A / B Correlation
503,P0505,Idle Control System Malfunction
504,P0506,Idle Control System RPM lower Than Expected
505,P0507,Idle Control System RPM higher Than Expected
506,P0508,Idle Air Control System Circuit Low
507,P0509,Idle Air Control System Circuit High
508,P0510,Closed Throttle Position Switch Malfunction
509,P0511,Idle Air Control Circuit
510,P0512,Starter Request Circuit
511,P0513,Incorrect Immobilizer Key
512,P0514,Battery Temperature Sensor Circuit Range/Performance
513,P0515,Battery Temperature Sensor Circuit
514,P0516,Battery Temperature Sensor Circuit Low
515,P0517,Battery Temperature Sensor Circuit High
516,P0518,Idle Air Control Circuit Intermittent
517,P0519,Idle Air Control Circuit System Performance
518,P0520,Engine Oil Pressure Sensor/Switch Circuit Malfunction
519,P0521,Engine Oil Pressure Sensor/Switch Range/Performance
520,P0522,Engine Oil Pressure Sensor/Switch Low Voltage
521,P0523,Engine Oil Pressure Sensor/Switch High Voltage
522,P0524,Engine Oil Pressure Too Low
523,P0525,Cruise Control Servo Control Circuit Range/Performance
524,P0526,Fan Speed Sensor Circuit
525,P0527,Fan Speed Sensor Circuit Range/Performance
526,P0528,Fan Speed Sensor Circuit No Signal
527,P0529,Fan Speed Sensor Circuit Intermittent
528,P0530,A/C Refrigerant Pressure Sensor Circuit Malfunction
529,P0531,A/C Refrigerant Pressure Sensor Circuit Range/Performance
530,P0532,A/C Refrigerant Pressure Sensor Circuit Low Input
531,P0533,A/C Refrigerant pressure Sensor Circuit High Input
532,P0534,Air Conditioner Refrigerant Charge Loss
533,P0535,A/C Evaporator Temperature Sensor Circuit
534,P0536,A/C Evaporator Temperature Sensor Circuit Range/Performance
535,P0537,A/C Evaporator Temperature Sensor Circuit Low
536,P0538,A/C Evaporator Temperature Sensor Circuit High
537,P0539,A/C Evaporator Temperature Sensor Circuit Intermittent
538,P0540,Intake Air Heater A Circuit
539,P0541,Intake Air Heater A Circuit Low
540,P0542,Intake Air Heater A Circuit High
541,P0543,Intake Air Heater A Circuit Open
542,P0544,Exhaust Gas Temperature Sensor Circuit - Bank 2 Sensor 1
543,P0545,Exhaust Gas Temperature Sensor Circuit Low - Bank 2 Sensor 1
544,P0546,Exhaust Gas Temperature Sensor Circuit High - Bank 2 Sensor 1
545,P0547,Exhaust Gas Temperature Sensor Circuit - Bank 2 Sensor 1
546,P0548,Exhaust Gas Temperature Sensor Circuit Low - Bank 2 Sensor 1
547,P0549,Exhaust Gas Temperature Sensor Circuit High - Bank 2 Sensor 1
548,P0550,Power Steering Pressure Sensor Circuit Malfunction
549,P0551,Power Steering Pressure Sensor Circuit Range/Performance
550,P0552,Power Steering Pressure Sensor Circuit Low Input
551,P0553,Power Steering Pressure Sensor Circuit High Input
552,P0554,Power Steering Pressure sensor Circuit Intermittent
553,P0555,Brake Booster Pressure Sensor Circuit
554,P0556,Brake Booster Pressure Sensor Circuit Range/Performance
555,P0557,Brake Booster Pressure Sensor Circuit Low Input
556,P0558,Brake Booster Pressure Sensor Circuit High Input
557,P0559,Brake Booster Pressure Sensor Circuit Intermittent
558,P0560,System Voltage Malfunction
559,P0561,System Voltage Unstable
560,P0562,System Voltage Low
561,P0563,System Voltage High
562,P0564,Cruise Control Multi-Function Input A Circuit
563,P0565,Cruise Control On Signal Malfunction
564,P0566,Cruise Control Off Signal Malfunction
565,P0567,Cruise Control Resume Signal Malfunction
566,P0568,Cruise Control Set Signal Malfunction
567,P0569,Cruise Control Coast Signal Malfunction
568,P0570,Cruise Control Accel Signal Malfunction
569,P0571,Cruise Control/Brake Switch A Circuit Malfunction
570,P0572,Cruise Control/Brake Switch A Circuit Low
571,P0573,Cruise Control/Brake Switch A Circuit High
572,P0574,Cruise Control System - Vehicle Speed Too High
573,P0575,Cruise Control Input Circuit
574,P0576,Cruise Control Input Circuit Low
575,P0577,Cruise Control Input Circuit High
576,P0578,Cruise Control Multi-Function Input A Circuit Stuck
577,P0579,Cruise Control Multi-Function Input A Circuit Range/Performance
578,P0580,Cruise Control Multi-Function Input A Circuit Low
579,P0581,Cruise Control Multi-Function Input A Circuit High
580,P0582,Cruise Control Vacuum Control Circuit /Open
581,P0583,Cruise Control Vacuum Control Circuit Low
582,P0584,Cruise Control Vacuum Control Circuit High
583,P0585,Cruise Control Multi-Function Input A / B Correlation
584,P0586,Cruise Control Vent Control Circuit / Open
585,P0587,Cruise Control Vent Control Circuit Low
586,P0588,Cruise Control Vent Control Circuit High
587,P0589,Cruise Control Multi-Function Input B Circuit
588,P0590,Cruise Control Multi-Function Input B Circuit Stuck
589,P0591,Cruise Control Multi-Function Input B Circuit Range/Performance
590,P0592,Cruise Control Multi-Function Input B Circuit Low
591,P0593,Cruise Control Multi-Function Input B Circuit High
592,P0594,Cruise Control Servo Control Circuit / Open
593,P0595,Cruise Control Servo Control Circuit Low
594,P0596,Cruise Control Servo Control Circuit High
595,P0597,Thermostat Heater Control Circuit / Open
596,P0598,Thermostat Heater Control Circuit Low
597,P0599,Thermostat Heater Control Circuit High
598,P0600,Serial Communication Link Malfunction
599,P0601,Internal Control Module Memory Check Sum Error
600,P0602,Control Module Programming Error
601,P0603,Internal Control Module Keep Alive Memory (KAM) Error
602,P0604,Internal Control Module Random Access Memory (RAM) Error
603,P0605,Internal Control Module Read Only Memory (ROM) Error (Module Identification Defined by SAE J1979)
604,P0606,ECM/PCM Processor Fault
605,P0607,Control Module Performance
606,P0608,Control Module VSS Output A Malfunction
607,P0609,Control Module VSS Output B Malfunction
608,P0610,Control Module VSS Output B Malfunction
609,P0611,Fuel Injector Control Module Performance
610,P0612,Fuel Injector Control Module Relay Control Circuit
611,P0613,TCM Processor
612,P0614,ECM / TCM Mismatch
613,P0615,Starter Relay Circuit
614,P0616,Starter Relay Circuit Low
615,P0617,Starter Relay Circuit High
616,P0618,Alternative Fuel Control Module KAM Error
617,P0619,Alternative Fuel Control Module RAM/ROM Error
618,P0620,Generator Control Circuit Malfunction
619,P0621,Generator Lamp L Control Circuit Malfunction
620,P0622,Generator Field F Control Circuit Malfunction
621,P0623,Generator Lamp Control Circuit
622,P0624,Fuel Cap Lamp Control Circuit
623,P0625,Generator Field Terminal Circuit Low
624,P0626,Generator Field Terminal Circuit High
625,P0627,Fuel Pump A Control Circuit / Open
626,P0628,Fuel Pump A Control Circuit Low
627,P0629,Fuel Pump A Control Circuit High
628,P0630,VIN Not Programmed or Mismatch - ECM/PCM
629,P0631,VIN Not Programmed or Mismatch - TCM
630,P0632,Odometer Not Programmed - ECM/PCM
631,P0633,Immobolizer Key Not Programmed - ECM/PCM
632,P0634,PCM / ECM / TCM Internal Temperature Too High
633,P0635,Power Steering Control Circuit
634,P0636,Power Steering Control Circuit Low
635,P0637,Power Steering Control Circuit High
636,P0638,Throttle Actuator Control Range/Performance (Bank 1)
637,P0639,Throttle Actuator Control Range/Performance (Bank 2)
638,P0640,Intake Air Heater Control Circuit
639,P0641,Sensor Reference Voltage A Circuit/Open
640,P0642,Sensor Reference Voltage A Circuit Low
641,P0643,Sensor Reference Voltage A Circuit High
642,P0644,Driver Display Serial Communication Circuit
643,P0645,A/C Clutch Relay Control Circuit
644,P0646,A/C Clutch Relay Control Circuit Low
645,P0647,A/C Clutch Relay Control Circuit High
646,P0648,Immobilizer Lamp Control Circuit
647,P0649,Speed Control Lamp Control Circuit
648,P0650,Malfunction Indicator Lamp (MIL) Control Circuit Malfunction
649,P0651,Sensor Reference Voltage B Circuit/Open
650,P0652,Sensor Reference Voltage B Circuit Low
651,P0653,Sensor Reference Voltage B Circuit High
652,P0654,Engine RPM Output Circuit Malfunction
653,P0655,Engine Hot Lamp Output Control Circuit Malfunction
654,P0656,Fuel Level Output Circuit Malfunction
655,P0657,Actuator Supply Voltage Circuit / Open
656,P0658,Actuator Supply Voltage Circuit Low
657,P0659,Actuator Supply Voltage Circuit High
658,P0660,Intake Manifold Tuning Valve Control Circuit (Bank 1)
659,P0661,Intake Manifold Tuning Valve Control Circuit Low (Bank 1)
660,P0662,Intake Manifold Tuning Valve Control Circuit High (Bank 1)
661,P0663,Intake Manifold Tuning Valve Control Circuit (Bank 2)
662,P0664,Intake Manifold Tuning Valve Control Circuit Low (Bank 2)
663,P0665,Intake Manifold Tuning Valve Control Circuit High (Bank 2)
664,P0666,PCM / ECM / TCM Internal Temperature Sensor Circuit
665,P0667,PCM / ECM / TCM Internal Temperature Sensor Range/Performance
666,P0668,PCM / ECM / TCM Internal Temperature Sensor Circuit Low
667,P0669,PCM / ECM / TCM Internal Temperature Sensor Circuit High
668,P0670,Glow Plug Module Control Circuit More details...
669,P0671,Cylinder 1 Glow Plug Circuit
670,P0672,Cylinder 2 Glow Plug Circuit
671,P0673,Cylinder 3 Glow Plug Circuit
672,P0674,Cylinder 4 Glow Plug Circuit
673,P0675,Cylinder 5 Glow Plug Circuit
674,P0676,Cylinder 6 Glow Plug Circuit
675,P0677,Cylinder 7 Glow Plug Circuit
676,P0678,Cylinder 8 Glow Plug Circuit
677,P0679,Cylinder 9 Glow Plug Circuit
678,P0680,Cylinder 10 Glow Plug Circuit
679,P0681,Cylinder 11 Glow Plug Circuit
680,P0682,Cylinder 12 Glow Plug Circuit
681,P0683,Glow Plug Control Module to PCM Communication Circuit
682,P0684,Glow Plug Control Module to PCM Communication Circuit Range/Performance
683,P0685,ECM/PCM Power Relay Control Circuit/Open
684,P0686,ECM/PCM Power Relay Control Circuit Low
685,P0687,ECM/PCM Power Relay Control Circuit High
686,P0688,ECM/PCM Power Relay Sense Circuit
687,P0689,ECM/PCM Power Relay Sense Circuit Low
688,P0690,ECM/PCM Power Relay Sense Circuit High
689,P0691,Fan 1 Control Circuit Low
690,P0692,Fan 1 Control Circuit High
691,P0693,Fan 2 Control Circuit Low
692,P0694,Fan 2 Control Circuit High
693,P0695,Fan 3 Control Circuit Low
694,P0696,Fan 3 Control Circuit High
695,P0697,Sensor Reference Voltage C Circuit / Open
696,P0698,Sensor Reference Voltage C Circuit Low
697,P0699,Sensor Reference Voltage C Circuit High
698,P0700,Transmission Control System Malfunction
699,P0701,Transmission Control System Range/Performance
700,P0702,Transmission Control System Electrical
701,P0703,Torque Converter/Brake Switch B Circuit Malfunction
702,P0704,Clutch Switch Input Circuit Malfunction
703,P0705,Transmission Range Sensor Circuit Malfunction (PRNDL Input)
704,P0706,Transmission Range Sensor Circuit Range/Performance
705,P0707,Transmission Range Sensor Circuit Low Input
706,P0708,Transmission Range Sensor Circuit High Input
707,P0709,Transmission Range Sensor Circuit Intermittent
708,P0710,Transmission Fluid Temperature Sensor Circuit Malfunction
709,P0711,Transmission Fluid Temperature Sensor Circuit Range/Performance
710,P0712,Transmission Fluid Temperature Sensor Circuit Low Input
711,P0713,Transmission Fluid Temperature Sensor Circuit High Input
712,P0714,Transmission Fluid Temperature Sensor Circuit Intermittent
713,P0715,Input/Turbine Speed Sensor Circuit Malfunction
714,P0716,Input/Turbine Speed Sensor Circuit Range/Performance
715,P0717,Input/Turbine Speed Sensor Circuit No Signal
716,P0718,Input/Turbine Speed Sensor Circuit Intermittent
717,P0719,Torque Converter/Brake Switch B Circuit Low
718,P0720,Output Speed Sensor Circuit Malfunction
719,P0721,Output Speed Sensor Circuit Range/Performance
720,P0722,Output Speed Sensor Circuit No Signal
721,P0723,Output Speed Sensor Circuit Intermittent
722,P0724,Torque Converter/Brake Switch B Circuit High
723,P0725,Engine Speed Input Circuit Malfunction
724,P0726,Engine Speed Input Circuit Range/Performance
725,P0727,Engine Speed Input Circuit No Signal
726,P0728,Engine Speed Input Circuit Intermittent
727,P0729,Gear 6 Incorrect Ratio
728,P0730,Incorrect Gear Ratio
729,P0731,Gear 1 Incorrect Ratio
730,P0732,Gear 2 Incorrect Ratio
731,P0733,Gear 3 Incorrect Ratio
732,P0734,Gear 4 Incorrect Ratio
733,P0735,Gear 5 Incorrect Ratio
734,P0736,Reverse Incorrect Ratio
735,P0737,TCM Engine Speed Output Circuit
736,P0738,TCM Engine Speed Output Circuit Low
737,P0739,Timing Reference High Resolution Signal B No Pulses
738,P0740,Torque Converter Clutch Circuit Malfunction
739,P0741,Torque Converter Clutch Circuit Performance or Stuck Off
740,P0742,Torque Converter Clutch Circuit Stuck On
741,P0743,Torque Converter Clutch Circuit Electrical
742,P0744,Torque Converter Clutch Circuit Intermittent
743,P0745,Pressure Control Solenoid Malfunction
744,P0746,Pressure Control Solenoid Performance or Stuck Off
745,P0747,Pressure Control Solenoid Stuck On
746,P0748,Pressure Control Solenoid Electrical
747,P0749,Pressure Control Solenoid Intermittent
748,P0750,Shift Solenoid A Malfunction
749,P0751,Shift Solenoid A Performance or Stuck Off
750,P0752,Shift Solenoid A Stuck On
751,P0753,Shift Solenoid A Electrical
752,P0754,Shift Solenoid A Intermittent
753,P0755,Shift Solenoid B Malfunction
754,P0756,Shift Solenoid B Performance or Stuck Off
755,P0757,Shift Solenoid B Stuck On
756,P0758,Shift Solenoid B Electrical
757,P0759,Shift Solenoid B Intermittent
758,P0760,Shift Solenoid C Malfunction
759,P0761,Shift Solenoid C Performance or Stuck Off
760,P0762,Shift Solenoid C Stuck On
761,P0763,Shift Solenoid C Electrical
762,P0764,Shift Solenoid C Intermittent
763,P0765,Shift Solenoid D Malfunction
764,P0766,Shift Solenoid D Performance or Stuck Off
765,P0767,Shift Solenoid D Stuck On
766,P0768,Shift Solenoid D Electrical
767,P0769,Shift Solenoid D Intermittent
768,P0770,Shift Solenoid E Malfunction
769,P0771,Shift Solenoid E Performance or Stuck Off
770,P0772,Shift Solenoid E Stuck On
771,P0773,Shift Solenoid E Electrical
772,P0774,Shift Solenoid E Intermittent
773,P0775,Pressure Control Solenoid B
774,P0776,Pressure Control Solenoid B Performance or Stuck off
775,P0777,Pressure Control Solenoid B Stuck On
776,P0778,Pressure Control Solenoid B Electrical
777,P0779,Pressure Control Solenoid B Intermittent
778,P0780,Shift Malfunction
779,P0781,1-2 Shift Malfunction
780,P0782,2-3 Shift Malfunction
781,P0783,3-4 Shift Malfunction
782,P0784,4-5 Shift Malfunction
783,P0785,Shift Timing Solenoid A Malfunction
784,P0786,Shift Timing Solenoid A Range/Performance
785,P0787,Shift Timing Solenoid A low
786,P0788,Shift Timing Solenoid A High
787,P0789,Shift Timing Solenoid A Intermittent
788,P0790,Normal/Performance Switch Circuit Malfunction
789,P0791,Intermediate Shaft Speed Sensor Circuit
790,P0792,Intermediate Shaft Speed Sensor Circuit Range/Performance
791,P0793,Intermediate Shaft Speed Sensor Circuit No signal
792,P0794,Intermediate Shaft Speed Sensor Circuit Intermittent
793,P0795,Pressure Control Solenoid C
794,P0796,Pressure Control Solenoid C Performance or Stuck off
795,P0797,Pressure Control Solenoid C Stuck On
796,P0798,Pressure Control Solenoid C Electrical
797,P0799,Pressure Control Solenoid C Intermittent
798,P0800,Transmission Control System (MIL Request)
799,P0801,Reverse Inhibit Control Circuit Malfunction
800,P0802,Transmission Control System MIL Request Circuit / Open
801,P0803,1-4 Upshift (Skip Shift) Solenoid Control Circuit Malfunction
802,P0804,1-4 Upshift (Skip Shift) Lamp Control Circuit Malfunction
803,P0805,Clutch Position Sensor Circuit Malfunction
804,P0806,Clutch Position Sensor Circuit Range/Performance Malfunction
805,P0807,Clutch Position Sensor Circuit Low Malfunction
806,P0808,Clutch Position Sensor Circuit High Malfunction
807,P0809,Clutch Position Sensor Circuit Intermittent Malfunction
808,P0810,Clutch Position Control Error
809,P0811,Excessive Clutch Slippage
810,P0812,Reverse Input Circuit
811,P0813,Reverse Output Circuit
812,P0814,Transmission Range Display Circuit
813,P0815,Upshift Switch Circuit
814,P0816,Downshift Switch Circuit
815,P0817,Starter Disable Circuit
816,P0818,Driveline Disconnect Switch Input Circuit
